hotel_id,hotel_name,n_comment,rank_in_country,type,price,url
106,Milin Guesthouse,6,#106 Best Value of 565 places to stay in Chiang Rai,Guest house, 598,https://www.tripadvisor.com/Hotel_Review-g297920-d11889068-Reviews-Milin_Guesthouse-Chiang_Rai_Chiang_Rai_Province.html
107,Balcony Hill Resort,12,#107 Best Value of 565 places to stay in Chiang Rai,Small Hotel," 1,290",https://www.tripadvisor.com/Hotel_Review-g297920-d2043627-Reviews-Balcony_Hill_Resort-Chiang_Rai_Chiang_Rai_Province.html
108,Panna Kalong,5,#108 Best Value of 565 places to stay in Chiang Rai,Specialty Hotel, 318,https://www.tripadvisor.com/Hotel_Review-g297920-d12461203-Reviews-Panna_Kalong-Chiang_Rai_Chiang_Rai_Province.html
109,Sabai Chiangrai,5,#109 Best Value of 565 places to stay in Chiang Rai,Guest house, 586,https://www.tripadvisor.com/Hotel_Review-g297920-d13482953-Reviews-Sabai_Chiangrai-Chiang_Rai_Chiang_Rai_Province.html
110,Moon House @ Clock Tower,44,#110 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 383,https://www.tripadvisor.com/Hotel_Review-g297920-d3253098-Reviews-Moon_House_Clock_Tower-Chiang_Rai_Chiang_Rai_Province.html
111,Mana Hotel,11,#111 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 680,https://www.tripadvisor.com/Hotel_Review-g297920-d6845153-Reviews-Mana_Hotel-Chiang_Rai_Chiang_Rai_Province.html
112,Bed Villa Chiang Rai,6,#112 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 832,https://www.tripadvisor.com/Hotel_Review-g297920-d12243310-Reviews-Bed_Villa_Chiang_Rai-Chiang_Rai_Chiang_Rai_Province.html
113,Busket Hostel,5,#113 Best Value of 565 places to stay in Chiang Rai,Hostel," 1,100",https://www.tripadvisor.com/Hotel_Review-g297920-d15521311-Reviews-Busket_Hostel-Chiang_Rai_Chiang_Rai_Province.html
114,Bann Pinkaew,9,#114 Best Value of 565 places to stay in Chiang Rai,Lodge, 514,https://www.tripadvisor.com/Hotel_Review-g297920-d6486047-Reviews-Bann_Pinkaew-Chiang_Rai_Chiang_Rai_Province.html
115,Baan Pordeedin Guesthouse,19,#115 Best Value of 565 places to stay in Chiang Rai,Lodge, 656,https://www.tripadvisor.com/Hotel_Review-g297920-d9744774-Reviews-Baan_Pordeedin_Guesthouse-Chiang_Rai_Chiang_Rai_Province.html
116,Baan Plubthong,4,#116 Best Value of 565 places to stay in Chiang Rai,Lodge, 671,https://www.tripadvisor.com/Hotel_Review-g297920-d8323884-Reviews-Baan_Plubthong-Chiang_Rai_Chiang_Rai_Province.html
117,Natnalin Hotel,11,#117 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 540,https://www.tripadvisor.com/Hotel_Review-g297920-d6205424-Reviews-Natnalin_Hotel-Chiang_Rai_Chiang_Rai_Province.html
118,Goodtime Resort Chiangrai,4,#118 Best Value of 565 places to stay in Chiang Rai,Specialty Hotel, 645,https://www.tripadvisor.com/Hotel_Review-g297920-d12233826-Reviews-Goodtime_Resort_Chiangrai-Chiang_Rai_Chiang_Rai_Province.html
119,"Cabbages and Condoms Inn, Ban Doo",20,#119 Best Value of 565 places to stay in Chiang Rai,Hotel, 797,https://www.tripadvisor.com/Hotel_Review-g297920-d4337390-Reviews-Cabbages_and_Condoms_Inn_Ban_Doo-Chiang_Rai_Chiang_Rai_Province.html
120,The White House Boutique Resort,5,#120 Best Value of 565 places to stay in Chiang Rai,Small Hotel," 3,262",https://www.tripadvisor.com/Hotel_Review-g297920-d12171298-Reviews-The_White_House_Boutique_Resort-Chiang_Rai_Chiang_Rai_Province.html
121,Rimchan Resort Hotel,11,#121 Best Value of 565 places to stay in Chiang Rai,Hotel," 1,112",https://www.tripadvisor.com/Hotel_Review-g297920-d1229649-Reviews-Rimchan_Resort_Hotel-Chiang_Rai_Chiang_Rai_Province.html
122,Sann Hotel,4,#122 Best Value of 565 places to stay in Chiang Rai,Specialty Hotel," 1,682",https://www.tripadvisor.com/Hotel_Review-g297920-d15753607-Reviews-Sann_Hotel-Chiang_Rai_Chiang_Rai_Province.html
123,The Garage,12,#123 Best Value of 565 places to stay in Chiang Rai,Condominium, 909,https://www.tripadvisor.com/Hotel_Review-g297920-d10170978-Reviews-The_Garage-Chiang_Rai_Chiang_Rai_Province.html
124,Chiangrai Clock Tower Hostel,3,#124 Best Value of 565 places to stay in Chiang Rai,Hostel, 349,https://www.tripadvisor.com/Hotel_Review-g297920-d11999268-Reviews-Chiangrai_Clock_Tower_Hostel-Chiang_Rai_Chiang_Rai_Province.html
125,Bed & Bike Poshtel,10,#125 Best Value of 565 places to stay in Chiang Rai,Hostel, 627,https://www.tripadvisor.com/Hotel_Review-g297920-d15020554-Reviews-Bed_Bike_Poshtel-Chiang_Rai_Chiang_Rai_Province.html
126,Pimanninn Hotel,85,#126 Best Value of 565 places to stay in Chiang Rai,Inn, 506,https://www.tripadvisor.com/Hotel_Review-g297920-d1572926-Reviews-Pimanninn_Hotel-Chiang_Rai_Chiang_Rai_Province.html
127,Panta Resort,4,#127 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 467,https://www.tripadvisor.com/Hotel_Review-g297920-d3138626-Reviews-Panta_Resort-Chiang_Rai_Chiang_Rai_Province.html
128,Soundsleep Hostel,1,#128 Best Value of 565 places to stay in Chiang Rai,Hostel, 340,https://www.tripadvisor.com/Hotel_Review-g297920-d14916472-Reviews-Soundsleep_Hostel-Chiang_Rai_Chiang_Rai_Province.html
129,Ipower Chiang Rai Hotel,6,#129 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 459,https://www.tripadvisor.com/Hotel_Review-g297920-d9779476-Reviews-Ipower_Chiang_Rai_Hotel-Chiang_Rai_Chiang_Rai_Province.html
130,The Loft at Chiangrai,5,#130 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 506,https://www.tripadvisor.com/Hotel_Review-g297920-d10023206-Reviews-The_Loft_at_Chiangrai-Chiang_Rai_Chiang_Rai_Province.html
131,The Heritage Chiang Rai,1,#131 Best Value of 565 places to stay in Chiang Rai,Hotel," 1,606",https://www.tripadvisor.com/Hotel_Review-g297920-d15693261-Reviews-The_Heritage_Chiang_Rai-Chiang_Rai_Chiang_Rai_Province.html
132,Nai Ya Hotel,1,#132 Best Value of 565 places to stay in Chiang Rai,Hotel," 1,531",https://www.tripadvisor.com/Hotel_Review-g297920-d15618606-Reviews-Nai_Ya_Hotel-Chiang_Rai_Chiang_Rai_Province.html
133,Ann Hostel,51,#133 Best Value of 565 places to stay in Chiang Rai,Hostel, 364,https://www.tripadvisor.com/Hotel_Review-g297920-d8851195-Reviews-Ann_Hostel-Chiang_Rai_Chiang_Rai_Province.html
134,Canary Natural Resort,16,#134 Best Value of 565 places to stay in Chiang Rai,Cabin/Campground," 4,057",https://www.tripadvisor.com/Hotel_Review-g297920-d2529429-Reviews-Canary_Natural_Resort-Chiang_Rai_Chiang_Rai_Province.html
135,Fon Hostel,5,#135 Best Value of 565 places to stay in Chiang Rai,Hostel, 585,https://www.tripadvisor.com/Hotel_Review-g297920-d12924652-Reviews-Fon_Hostel-Chiang_Rai_Chiang_Rai_Province.html
136,Akha Hill House,120,#136 Best Value of 565 places to stay in Chiang Rai,Cabin/Campground, 421,https://www.tripadvisor.com/Hotel_Review-g297920-d1198834-Reviews-Akha_Hill_House-Chiang_Rai_Chiang_Rai_Province.html
137,The Villa Chiang Rai,17,#137 Best Value of 565 places to stay in Chiang Rai,Condominium, 680,https://www.tripadvisor.com/Hotel_Review-g297920-d6930266-Reviews-The_Villa_Chiang_Rai-Chiang_Rai_Chiang_Rai_Province.html
138,Palm Garden Hotel,52,#138 Best Value of 565 places to stay in Chiang Rai,Hotel, 425,https://www.tripadvisor.com/Hotel_Review-g297920-d1217423-Reviews-Palm_Garden_Hotel-Chiang_Rai_Chiang_Rai_Province.html
139,Season Namkorn Resort,5,#139 Best Value of 565 places to stay in Chiang Rai,Cottage, 900,https://www.tripadvisor.com/Hotel_Review-g297920-d10679097-Reviews-Season_Namkorn_Resort-Chiang_Rai_Chiang_Rai_Province.html
140,Ban Suan Resort,5,#140 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 413,https://www.tripadvisor.com/Hotel_Review-g297920-d3135144-Reviews-Ban_Suan_Resort-Chiang_Rai_Chiang_Rai_Province.html
141,Yardtel @Concept Yard,2,#141 Best Value of 565 places to stay in Chiang Rai,Hostel, 535,https://www.tripadvisor.com/Hotel_Review-g297920-d14094751-Reviews-Yardtel_Concept_Yard-Chiang_Rai_Chiang_Rai_Province.html
142,Green Garden Inn,2,#142 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 296,https://www.tripadvisor.com/Hotel_Review-g297920-d3792117-Reviews-Green_Garden_Inn-Chiang_Rai_Chiang_Rai_Province.html
143,Wiang Indra Riverside Resort,275,#143 Best Value of 565 places to stay in Chiang Rai,Hotel," 1,020",https://www.tripadvisor.com/Hotel_Review-g297920-d405254-Reviews-Wiang_Indra_Riverside_Resort-Chiang_Rai_Chiang_Rai_Province.html
144,Ann Guest House 2,2,#144 Best Value of 565 places to stay in Chiang Rai,Guest house, 401,https://www.tripadvisor.com/Hotel_Review-g297920-d13431197-Reviews-Ann_Guest_House_2-Chiang_Rai_Chiang_Rai_Province.html
145,Napadol Resort,1,#145 Best Value of 565 places to stay in Chiang Rai,Lodge, 637,https://www.tripadvisor.com/Hotel_Review-g297920-d8650114-Reviews-Napadol_Resort-Chiang_Rai_Chiang_Rai_Province.html
146,Monmaen Resort & Spa,5,#146 Best Value of 565 places to stay in Chiang Rai,Small Hotel," 1,351",https://www.tripadvisor.com/Hotel_Review-g297920-d1954196-Reviews-Monmaen_Resort_Spa-Chiang_Rai_Chiang_Rai_Province.html
147,Nai Ya Hotel,1,#147 Best Value of 565 places to stay in Chiang Rai,Hotel," 1,119",https://www.tripadvisor.com/Hotel_Review-g303900-d15634614-Reviews-Nai_Ya_Hotel-Wiang_Chiang_Rai_Chiang_Rai_Province.html
148,Sabuydee Place Chiang Rai,1,#148 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 318,https://www.tripadvisor.com/Hotel_Review-g297920-d13287745-Reviews-Sabuydee_Place_Chiang_Rai-Chiang_Rai_Chiang_Rai_Province.html
149,Instyle Place,1,#149 Best Value of 565 places to stay in Chiang Rai,Guest house, 520,https://www.tripadvisor.com/Hotel_Review-g297920-d13555425-Reviews-Instyle_Place-Chiang_Rai_Chiang_Rai_Province.html
150,Ban Chomna Resort,5,#150 Best Value of 565 places to stay in Chiang Rai,Small Hotel," 1,274",https://www.tripadvisor.com/Hotel_Review-g297920-d2347633-Reviews-Ban_Chomna_Resort-Chiang_Rai_Chiang_Rai_Province.html
151,Work Den Chiangrai,1,#151 Best Value of 565 places to stay in Chiang Rai,Guest house, 694,https://www.tripadvisor.com/Hotel_Review-g297920-d15674112-Reviews-Work_Den_Chiangrai-Chiang_Rai_Chiang_Rai_Province.html
152,Golden land hotel,17,#152 Best Value of 565 places to stay in Chiang Rai,Hotel, 497,https://www.tripadvisor.com/Hotel_Review-g297920-d1572934-Reviews-Golden_land_hotel-Chiang_Rai_Chiang_Rai_Province.html
153,Sukthavorn Residence,12,#153 Best Value of 565 places to stay in Chiang Rai,Lodge, 399,https://www.tripadvisor.com/Hotel_Review-g297920-d2618526-Reviews-Sukthavorn_Residence-Chiang_Rai_Chiang_Rai_Province.html
154,M Boutique Resort,15,#154 Best Value of 565 places to stay in Chiang Rai,Hotel," 1,099",https://www.tripadvisor.com/Hotel_Review-g297920-d9599158-Reviews-M_Boutique_Resort-Chiang_Rai_Chiang_Rai_Province.html
155,2496 Oldtel Bed and Cafe,2,#155 Best Value of 565 places to stay in Chiang Rai,Hostel, 586,https://www.tripadvisor.com/Hotel_Review-g297920-d13358121-Reviews-2496_Oldtel_Bed_and_Cafe-Chiang_Rai_Chiang_Rai_Province.html
156,Phufatara Resort,7,#156 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 289,https://www.tripadvisor.com/Hotel_Review-g297920-d3182534-Reviews-Phufatara_Resort-Chiang_Rai_Chiang_Rai_Province.html
157,NT House,4,#157 Best Value of 565 places to stay in Chiang Rai,Lodge, 501,https://www.tripadvisor.com/Hotel_Review-g297920-d8775247-Reviews-NT_House-Chiang_Rai_Chiang_Rai_Province.html
158,Tanyahouse,9,#158 Best Value of 565 places to stay in Chiang Rai,Hostel, 374,https://www.tripadvisor.com/Hotel_Review-g303900-d9600532-Reviews-Tanyahouse-Wiang_Chiang_Rai_Chiang_Rai_Province.html
159,B2 Night Bazaar Chiangrai,84,#159 Best Value of 565 places to stay in Chiang Rai,Lodge, 416,https://www.tripadvisor.com/Hotel_Review-g297920-d2422238-Reviews-B2_Night_Bazaar_Chiangrai-Chiang_Rai_Chiang_Rai_Province.html
160,Piyaporn Pavilion Hotel,15,#160 Best Value of 565 places to stay in Chiang Rai,Hotel, 849,https://www.tripadvisor.com/Hotel_Review-g297920-d3180864-Reviews-Piyaporn_Pavilion_Hotel-Chiang_Rai_Chiang_Rai_Province.html
161,Aspiraya,2,#161 Best Value of 565 places to stay in Chiang Rai,Specialty Resort," 1,080",https://www.tripadvisor.com/Hotel_Review-g297920-d15858684-Reviews-Aspiraya-Chiang_Rai_Chiang_Rai_Province.html
162,Baan P' Maali Hostel,2,#162 Best Value of 565 places to stay in Chiang Rai,Hostel, 580,https://www.tripadvisor.com/Hotel_Review-g303900-d15559620-Reviews-Baan_P_Maali_Hostel-Wiang_Chiang_Rai_Chiang_Rai_Province.html
163,Isabel Boutique,3,#163 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 595,https://www.tripadvisor.com/Hotel_Review-g297920-d6208136-Reviews-Isabel_Boutique-Chiang_Rai_Chiang_Rai_Province.html
164,Mohnfahsai Home Resort,7,#164 Best Value of 565 places to stay in Chiang Rai,Small Hotel," 1,356",https://www.tripadvisor.com/Hotel_Review-g297920-d1605639-Reviews-Mohnfahsai_Home_Resort-Chiang_Rai_Chiang_Rai_Province.html
165,The Room Resident,3,#165 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 986,https://www.tripadvisor.com/Hotel_Review-g297920-d3182269-Reviews-The_Room_Resident-Chiang_Rai_Chiang_Rai_Province.html
166,Maneetham Residence,1,#166 Best Value of 565 places to stay in Chiang Rai,Hotel, 561,https://www.tripadvisor.com/Hotel_Review-g297920-d17353011-Reviews-Maneetham_Residence-Chiang_Rai_Chiang_Rai_Province.html
167,Maison De Chiang Rai,1,#167 Best Value of 565 places to stay in Chiang Rai,Small Hotel," 1,080",https://www.tripadvisor.com/Hotel_Review-g297920-d15757993-Reviews-Maison_De_Chiang_Rai-Chiang_Rai_Chiang_Rai_Province.html
168,Bees Smile Hotel,1,#168 Best Value of 565 places to stay in Chiang Rai,Guest house," 1,227",https://www.tripadvisor.com/Hotel_Review-g297920-d15798687-Reviews-Bees_Smile_Hotel-Chiang_Rai_Chiang_Rai_Province.html
169,Teak Villa,1,#169 Best Value of 565 places to stay in Chiang Rai,Lodge, 374,https://www.tripadvisor.com/Hotel_Review-g297920-d15585273-Reviews-Teak_Villa-Chiang_Rai_Chiang_Rai_Province.html
170,Adinath Yoga Ashram,1,#170 Best Value of 565 places to stay in Chiang Rai,Limited Service Property, 800,https://www.tripadvisor.com/Hotel_Review-g297920-d15619018-Reviews-Adinath_Yoga_Ashram-Chiang_Rai_Chiang_Rai_Province.html
171,Maleena Villa Guest House,4,#171 Best Value of 565 places to stay in Chiang Rai,Hotel, 254,https://www.tripadvisor.com/Hotel_Review-g297920-d1229543-Reviews-Maleena_Villa_Guest_House-Chiang_Rai_Chiang_Rai_Province.html
172,Ruen Lamai Lanna,2,#172 Best Value of 565 places to stay in Chiang Rai,Guest house, 645,https://www.tripadvisor.com/Hotel_Review-g297920-d12155183-Reviews-Ruen_Lamai_Lanna-Chiang_Rai_Chiang_Rai_Province.html
173,Six Nature Resort,1,#173 Best Value of 565 places to stay in Chiang Rai,Specialty Resort, 636,https://www.tripadvisor.com/Hotel_Review-g297920-d13227800-Reviews-Six_Nature_Resort-Chiang_Rai_Chiang_Rai_Province.html
174,Pornkasem House,3,#174 Best Value of 565 places to stay in Chiang Rai,Condominium, 382,https://www.tripadvisor.com/Hotel_Review-g297920-d6930379-Reviews-Pornkasem_House-Chiang_Rai_Chiang_Rai_Province.html
175,Mae Khum Villa,1,#175 Best Value of 565 places to stay in Chiang Rai,Villa, 195,https://www.tripadvisor.com/Hotel_Review-g297920-d3316255-Reviews-Mae_Khum_Villa-Chiang_Rai_Chiang_Rai_Province.html
176,Smile Place,3,#176 Best Value of 565 places to stay in Chiang Rai,Condominium, 501,https://www.tripadvisor.com/Hotel_Review-g297920-d10447269-Reviews-Smile_Place-Chiang_Rai_Chiang_Rai_Province.html
177,Ploy-Plu Residence,5,#177 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 340,https://www.tripadvisor.com/Hotel_Review-g297920-d3180686-Reviews-Ploy_Plu_Residence-Chiang_Rai_Chiang_Rai_Province.html
178,A Hotel Simply,2,#178 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 935,https://www.tripadvisor.com/Hotel_Review-g297920-d8738353-Reviews-A_Hotel_Simply-Chiang_Rai_Chiang_Rai_Province.html
179,The White House Boutique Chiangrai,1,#179 Best Value of 565 places to stay in Chiang Rai,Small Hotel," 2,379",https://www.tripadvisor.com/Hotel_Review-g297920-d12202250-Reviews-The_White_House_Boutique_Chiangrai-Chiang_Rai_Chiang_Rai_Province.html
180,Bandu Resort,4,#180 Best Value of 565 places to stay in Chiang Rai,Lodge," 1,274",https://www.tripadvisor.com/Hotel_Review-g297920-d8326035-Reviews-Bandu_Resort-Chiang_Rai_Chiang_Rai_Province.html
181,M Residence & Hotel,12,#181 Best Value of 565 places to stay in Chiang Rai,Lodge, 927,https://www.tripadvisor.com/Hotel_Review-g297920-d3727705-Reviews-M_Residence_Hotel-Chiang_Rai_Chiang_Rai_Province.html
182,Huan Amphan,1,#182 Best Value of 565 places to stay in Chiang Rai,Hostel, 673,https://www.tripadvisor.com/Hotel_Review-g297920-d13847627-Reviews-Huan_Amphan-Chiang_Rai_Chiang_Rai_Province.html
183,Reun Pon Aek,5,#183 Best Value of 565 places to stay in Chiang Rai,Hotel, 738,https://www.tripadvisor.com/Hotel_Review-g297920-d12140397-Reviews-Reun_Pon_Aek-Chiang_Rai_Chiang_Rai_Province.html
184,Tanya House,3,#184 Best Value of 565 places to stay in Chiang Rai,Guest house, 467,https://www.tripadvisor.com/Hotel_Review-g297920-d13173206-Reviews-Tanya_House-Chiang_Rai_Chiang_Rai_Province.html
185,The Prince Residence,4,#185 Best Value of 565 places to stay in Chiang Rai,Lodge, 826,https://www.tripadvisor.com/Hotel_Review-g297920-d8784741-Reviews-The_Prince_Residence-Chiang_Rai_Chiang_Rai_Province.html
186,The Corner Hotel,8,#186 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 527,https://www.tripadvisor.com/Hotel_Review-g297920-d4107708-Reviews-The_Corner_Hotel-Chiang_Rai_Chiang_Rai_Province.html
187,Yoodee Place,4,#187 Best Value of 565 places to stay in Chiang Rai,Lodge, 501,https://www.tripadvisor.com/Hotel_Review-g297920-d7900145-Reviews-Yoodee_Place-Chiang_Rai_Chiang_Rai_Province.html
188,Tanya Baan Bon Doi,2,#188 Best Value of 565 places to stay in Chiang Rai,Small Hotel," 1,317",https://www.tripadvisor.com/Hotel_Review-g297920-d11953890-Reviews-Tanya_Baan_Bon_Doi-Chiang_Rai_Chiang_Rai_Province.html
189,Suan Tung Coffee,2,#189 Best Value of 565 places to stay in Chiang Rai,Guest house," 2,201",https://www.tripadvisor.com/Hotel_Review-g297920-d15024699-Reviews-Suan_Tung_Coffee-Chiang_Rai_Chiang_Rai_Province.html
190,afterglowhostel,15,#190 Best Value of 565 places to stay in Chiang Rai,Hostel, 296,https://www.tripadvisor.com/Hotel_Review-g297920-d1953148-Reviews-Afterglowhostel-Chiang_Rai_Chiang_Rai_Province.html
191,My Bed And Breakfast,5,#191 Best Value of 565 places to stay in Chiang Rai,Lodge, 327,https://www.tripadvisor.com/Hotel_Review-g297920-d15033316-Reviews-My_Bed_And_Breakfast-Chiang_Rai_Chiang_Rai_Province.html
192,Heun Baan Rong Khun Resort,3,#192 Best Value of 565 places to stay in Chiang Rai,Lodge, 586,https://www.tripadvisor.com/Hotel_Review-g297920-d6525065-Reviews-Heun_Baan_Rong_Khun_Resort-Chiang_Rai_Chiang_Rai_Province.html
193,Ngeeb Bed & Breakfast,1,#193 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 785,https://www.tripadvisor.com/Hotel_Review-g297920-d15245672-Reviews-Ngeeb_Bed_Breakfast-Chiang_Rai_Chiang_Rai_Province.html
194,Your Home,1,#194 Best Value of 565 places to stay in Chiang Rai,Specialty Inn, 561,https://www.tripadvisor.com/Hotel_Review-g297920-d13373628-Reviews-Your_Home-Chiang_Rai_Chiang_Rai_Province.html
195,Herb Home @ Chiang Rai,1,#195 Best Value of 565 places to stay in Chiang Rai,Guest house, 510,https://www.tripadvisor.com/Hotel_Review-g297920-d14010254-Reviews-Herb_Home_Chiang_Rai-Chiang_Rai_Chiang_Rai_Province.html
196,777 Food & Bed,1,#196 Best Value of 565 places to stay in Chiang Rai,Bed and Breakfast," 1,299",https://www.tripadvisor.com/Hotel_Review-g297920-d12440843-Reviews-777_Food_Bed-Chiang_Rai_Chiang_Rai_Province.html
197,Kiattikun House,1,#197 Best Value of 565 places to stay in Chiang Rai,Bed and Breakfast, 738,https://www.tripadvisor.com/Hotel_Review-g297920-d12978635-Reviews-Kiattikun_House-Chiang_Rai_Chiang_Rai_Province.html
198,Junsopa Resort,1,#198 Best Value of 565 places to stay in Chiang Rai,Inn, 598,https://www.tripadvisor.com/Hotel_Review-g297920-d12636045-Reviews-Junsopa_Resort-Chiang_Rai_Chiang_Rai_Province.html
199,The Space Hotel,6,#199 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 500,https://www.tripadvisor.com/Hotel_Review-g297920-d12748832-Reviews-The_Space_Hotel-Chiang_Rai_Chiang_Rai_Province.html
200,Villa Darakorn,1,#200 Best Value of 565 places to stay in Chiang Rai,Villa," 1,200",https://www.tripadvisor.com/Hotel_Review-g297920-d3136105-Reviews-Villa_Darakorn-Chiang_Rai_Chiang_Rai_Province.html
201,Baan Siam Hotel,3,#201 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 679,https://www.tripadvisor.com/Hotel_Review-g297920-d3168695-Reviews-Baan_Siam_Hotel-Chiang_Rai_Chiang_Rai_Province.html
202,Banviewpui Resort,4,#202 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 510,https://www.tripadvisor.com/Hotel_Review-g297920-d9785053-Reviews-Banviewpui_Resort-Chiang_Rai_Chiang_Rai_Province.html
203,Janson House,1,#203 Best Value of 565 places to stay in Chiang Rai,Lodge, 794,https://www.tripadvisor.com/Hotel_Review-g297920-d11716292-Reviews-Janson_House-Chiang_Rai_Chiang_Rai_Province.html
204,Nantathong Place,1,#204 Best Value of 565 places to stay in Chiang Rai,Condominium, 500,https://www.tripadvisor.com/Hotel_Review-g297920-d3181405-Reviews-Nantathong_Place-Chiang_Rai_Chiang_Rai_Province.html
205,I Am Chiangrai White Brick Villa,5,#205 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 408,https://www.tripadvisor.com/Hotel_Review-g297920-d3792658-Reviews-I_Am_Chiangrai_White_Brick_Villa-Chiang_Rai_Chiang_Rai_Province.html
206,Rada Resort,1,#206 Best Value of 565 places to stay in Chiang Rai,Lodge, 731,https://www.tripadvisor.com/Hotel_Review-g297920-d6940174-Reviews-Rada_Resort-Chiang_Rai_Chiang_Rai_Province.html
207,"Baan Kiang Dao, Phu Plai Fah",5,#207 Best Value of 565 places to stay in Chiang Rai,Lodge," 1,020",https://www.tripadvisor.com/Hotel_Review-g297920-d3478073-Reviews-Baan_Kiang_Dao_Phu_Plai_Fah-Chiang_Rai_Chiang_Rai_Province.html
208,Ariya Inn,5,#208 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 612,https://www.tripadvisor.com/Hotel_Review-g297920-d4406822-Reviews-Ariya_Inn-Chiang_Rai_Chiang_Rai_Province.html
209,Baan Phuduan,1,#209 Best Value of 565 places to stay in Chiang Rai,Lodge, 423,https://www.tripadvisor.com/Hotel_Review-g297920-d10066516-Reviews-Baan_Phuduan-Chiang_Rai_Chiang_Rai_Province.html
210,Lovely Resort And Spa,1,#210 Best Value of 565 places to stay in Chiang Rai,Hotel, 340,https://www.tripadvisor.com/Hotel_Review-g297920-d15132553-Reviews-Lovely_Resort_And_Spa-Chiang_Rai_Chiang_Rai_Province.html
211,Ploy-Plu Residence,5,#211 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 340,https://www.tripadvisor.com/Hotel_Review-g297920-d3180686-Reviews-Ploy_Plu_Residence-Chiang_Rai_Chiang_Rai_Province.html
212,Ariya Inn,5,#212 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 612,https://www.tripadvisor.com/Hotel_Review-g297920-d4406822-Reviews-Ariya_Inn-Chiang_Rai_Chiang_Rai_Province.html
213,Baan Phuduan,1,#213 Best Value of 565 places to stay in Chiang Rai,Lodge, 423,https://www.tripadvisor.com/Hotel_Review-g297920-d10066516-Reviews-Baan_Phuduan-Chiang_Rai_Chiang_Rai_Province.html
214,Bandu Resort,4,#214 Best Value of 565 places to stay in Chiang Rai,Lodge," 1,274",https://www.tripadvisor.com/Hotel_Review-g297920-d8326035-Reviews-Bandu_Resort-Chiang_Rai_Chiang_Rai_Province.html
215,A Hotel Simply,2,#215 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 935,https://www.tripadvisor.com/Hotel_Review-g297920-d8738353-Reviews-A_Hotel_Simply-Chiang_Rai_Chiang_Rai_Province.html
216,Lovely Resort And Spa,1,#216 Best Value of 565 places to stay in Chiang Rai,Hotel, 340,https://www.tripadvisor.com/Hotel_Review-g297920-d15132553-Reviews-Lovely_Resort_And_Spa-Chiang_Rai_Chiang_Rai_Province.html
217,The White House Boutique Chiangrai,1,#217 Best Value of 565 places to stay in Chiang Rai,Small Hotel," 2,379",https://www.tripadvisor.com/Hotel_Review-g297920-d12202250-Reviews-The_White_House_Boutique_Chiangrai-Chiang_Rai_Chiang_Rai_Province.html
218,Inn Come Hotel,33,#218 Best Value of 565 places to stay in Chiang Rai,Hotel, 331,https://www.tripadvisor.com/Hotel_Review-g297920-d447583-Reviews-Inn_Come_Hotel-Chiang_Rai_Chiang_Rai_Province.html
219,Ingdoi Chiang Rai Resort,1,#219 Best Value of 565 places to stay in Chiang Rai,Hotel, 561,https://www.tripadvisor.com/Hotel_Review-g297920-d1230618-Reviews-Ingdoi_Chiang_Rai_Resort-Chiang_Rai_Chiang_Rai_Province.html
220,The Infinity Suite Chiangrai,14,#220 Best Value of 565 places to stay in Chiang Rai,Hotel, 501,https://www.tripadvisor.com/Hotel_Review-g297920-d6352566-Reviews-The_Infinity_Suite_Chiangrai-Chiang_Rai_Chiang_Rai_Province.html
221,At Chiang Rai Resort,16,#221 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 748,https://www.tripadvisor.com/Hotel_Review-g297920-d2390582-Reviews-At_Chiang_Rai_Resort-Chiang_Rai_Chiang_Rai_Province.html
222,Chiang Rai Lake Hill Resort,4,#222 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 925,https://www.tripadvisor.com/Hotel_Review-g297920-d3792343-Reviews-Chiang_Rai_Lake_Hill_Resort-Chiang_Rai_Chiang_Rai_Province.html
