hotel_id,hotel_name,n_comment,rank_in_country,type,price,url
223,Lemme Chok Dee Guesthouse,20,#223 Best Value of 565 places to stay in Chiang Rai,Specialty Inn, 224,https://www.tripadvisor.com/Hotel_Review-g297920-d12614434-Reviews-Lemme_Chok_Dee_Guesthouse-Chiang_Rai_Chiang_Rai_Province.html
224,Phu Mok Dok Mai Resort,0,#224 Best Value of 565 places to stay in Chiang Rai,Small Hotel," 1,699",https://www.tripadvisor.com/Hotel_Review-g297920-d4328883-Reviews-Phu_Mok_Dok_Mai_Resort-Chiang_Rai_Chiang_Rai_Province.html
225,Du Doi Suay Resort,5,#225 Best Value of 565 places to stay in Chiang Rai,Small Hotel," 1,009",https://www.tripadvisor.com/Hotel_Review-g297920-d1806593-Reviews-Du_Doi_Suay_Resort-Chiang_Rai_Chiang_Rai_Province.html
226,Suansiri Resort,4,#226 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 552,https://www.tripadvisor.com/Hotel_Review-g297920-d3136989-Reviews-Suansiri_Resort-Chiang_Rai_Chiang_Rai_Province.html
227,Star Bright Court,4,#227 Best Value of 565 places to stay in Chiang Rai,Hostel, 505,https://www.tripadvisor.com/Hotel_Review-g297920-d13150268-Reviews-Star_Bright_Court-Chiang_Rai_Chiang_Rai_Province.html
228,YMCA International Hotel Chiangrai,10,#228 Best Value of 565 places to stay in Chiang Rai,Hostel, 374,https://www.tripadvisor.com/Hotel_Review-g297920-d450863-Reviews-YMCA_International_Hotel_Chiangrai-Chiang_Rai_Chiang_Rai_Province.html
229,Latisha House,1,#229 Best Value of 565 places to stay in Chiang Rai,Lodge, 832,https://www.tripadvisor.com/Hotel_Review-g297920-d12996031-Reviews-Latisha_House-Chiang_Rai_Chiang_Rai_Province.html
230,The Villa Chiangrai,6,#230 Best Value of 565 places to stay in Chiang Rai,Condominium," 1,699",https://www.tripadvisor.com/Hotel_Review-g297920-d6954852-Reviews-The_Villa_Chiangrai-Chiang_Rai_Chiang_Rai_Province.html
231,Luck Swan Boutique,1,#231 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 551,https://www.tripadvisor.com/Hotel_Review-g297920-d12847478-Reviews-Luck_Swan_Boutique-Chiang_Rai_Chiang_Rai_Province.html
232,Luck Swan Resort & Spa,17,#232 Best Value of 565 places to stay in Chiang Rai,Small Hotel," 1,020",https://www.tripadvisor.com/Hotel_Review-g297920-d1803613-Reviews-Luck_Swan_Resort_Spa-Chiang_Rai_Chiang_Rai_Province.html
233,Chiang Rai Park Resort,6,#233 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 496,https://www.tripadvisor.com/Hotel_Review-g297920-d5504227-Reviews-Chiang_Rai_Park_Resort-Chiang_Rai_Chiang_Rai_Province.html
234,Adchara Mansion,6,#234 Best Value of 565 places to stay in Chiang Rai,Condominium, 168,https://www.tripadvisor.com/Hotel_Review-g297920-d13137156-Reviews-Adchara_Mansion-Chiang_Rai_Chiang_Rai_Province.html
235,At Airport Inn,3,#235 Best Value of 565 places to stay in Chiang Rai,Inn, 794,https://www.tripadvisor.com/Hotel_Review-g297920-d8003871-Reviews-At_Airport_Inn-Chiang_Rai_Chiang_Rai_Province.html
236,Mor Gold Farm,1,#236 Best Value of 565 places to stay in Chiang Rai,Bed and Breakfast, 565,https://www.tripadvisor.com/Hotel_Review-g297920-d13072100-Reviews-Mor_Gold_Farm-Chiang_Rai_Chiang_Rai_Province.html
237,Chiang Rai Khuakrae Resort,1,#237 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 523,https://www.tripadvisor.com/Hotel_Review-g297920-d6411578-Reviews-Chiang_Rai_Khuakrae_Resort-Chiang_Rai_Chiang_Rai_Province.html
238,Rangsinee Resort Chiangrai,0,#238 Best Value of 565 places to stay in Chiang Rai,Cabin/Campground, 680,https://www.tripadvisor.com/Hotel_Review-g297920-d6437683-Reviews-Rangsinee_Resort_Chiangrai-Chiang_Rai_Chiang_Rai_Province.html
239,Akha River House,63,#239 Best Value of 565 places to stay in Chiang Rai,Guest house, 221,https://www.tripadvisor.com/Hotel_Review-g297920-d3353263-Reviews-Akha_River_House-Chiang_Rai_Chiang_Rai_Province.html
240,Yingthip1 Apartment,1,#240 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 497,https://www.tripadvisor.com/Hotel_Review-g297920-d10312567-Reviews-Yingthip1_Apartment-Chiang_Rai_Chiang_Rai_Province.html
241,Anan Boutique,0,#241 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 508,https://www.tripadvisor.com/Hotel_Review-g297920-d11953952-Reviews-Anan_Boutique-Chiang_Rai_Chiang_Rai_Province.html
242,Apinsaya House,0,#242 Best Value of 565 places to stay in Chiang Rai,Guest house, 626,https://www.tripadvisor.com/Hotel_Review-g297920-d11998373-Reviews-Apinsaya_House-Chiang_Rai_Chiang_Rai_Province.html
243,At Chiangrai Resort,0,#243 Best Value of 565 places to stay in Chiang Rai,Specialty Inn, 578,https://www.tripadvisor.com/Hotel_Review-g297920-d15530879-Reviews-At_Chiangrai_Resort-Chiang_Rai_Chiang_Rai_Province.html
244,At One Apartment,0,#244 Best Value of 565 places to stay in Chiang Rai,Condominium, 985,https://www.tripadvisor.com/Hotel_Review-g297920-d12151935-Reviews-At_One_Apartment-Chiang_Rai_Chiang_Rai_Province.html
245,At One Apartment,0,#245 Best Value of 565 places to stay in Chiang Rai,Condominium," 1,050",https://www.tripadvisor.com/Hotel_Review-g297920-d12200842-Reviews-At_One_Apartment-Chiang_Rai_Chiang_Rai_Province.html
246,Auangkham Hotel,0,#246 Best Value of 565 places to stay in Chiang Rai,Hotel, 268,https://www.tripadvisor.com/Hotel_Review-g303900-d14003179-Reviews-Auangkham_Hotel-Wiang_Chiang_Rai_Chiang_Rai_Province.html
247,Baan Chom Fah,0,#247 Best Value of 565 places to stay in Chiang Rai,Lodge," 1,274",https://www.tripadvisor.com/Hotel_Review-g297920-d12828898-Reviews-Baan_Chom_Fah-Chiang_Rai_Chiang_Rai_Province.html
248,Baan JaoKorKluay,0,#248 Best Value of 565 places to stay in Chiang Rai,Specialty B&B," 1,122",https://www.tripadvisor.com/Hotel_Review-g297920-d15116888-Reviews-Baan_JaoKorKluay-Chiang_Rai_Chiang_Rai_Province.html
249,Baan Prapawarin,0,#249 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 467,https://www.tripadvisor.com/Hotel_Review-g297920-d13564684-Reviews-Baan_Prapawarin-Chiang_Rai_Chiang_Rai_Province.html
250,Baan Rai Phufah Resort,0,#250 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 551,https://www.tripadvisor.com/Hotel_Review-g297920-d7225056-Reviews-Baan_Rai_Phufah_Resort-Chiang_Rai_Chiang_Rai_Province.html
251,Baan Sale Resort,0,#251 Best Value of 565 places to stay in Chiang Rai,Specialty Resort, 262,https://www.tripadvisor.com/Hotel_Review-g297920-d15277551-Reviews-Baan_Sale_Resort-Chiang_Rai_Chiang_Rai_Province.html
252,Baan Sin Suk,0,#252 Best Value of 565 places to stay in Chiang Rai,Lodge, 902,https://www.tripadvisor.com/Hotel_Review-g297920-d12259419-Reviews-Baan_Sin_Suk-Chiang_Rai_Chiang_Rai_Province.html
253,Baansuan Nanglae Hill Homestay,0,#253 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 513,https://www.tripadvisor.com/Hotel_Review-g297920-d14211887-Reviews-Baansuan_Nanglae_Hill_Homestay-Chiang_Rai_Chiang_Rai_Province.html
254,Baansuan Wongsakorn Homestay,0,#254 Best Value of 565 places to stay in Chiang Rai,Hotel," 1,529",https://www.tripadvisor.com/Hotel_Review-g297920-d15193335-Reviews-Baansuan_Wongsakorn_Homestay-Chiang_Rai_Chiang_Rai_Province.html
255,Banmy Baanmai,0,#255 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 636,https://www.tripadvisor.com/Hotel_Review-g297920-d14171953-Reviews-Banmy_Baanmai-Chiang_Rai_Chiang_Rai_Province.html
256,BannSawasdee,0,#256 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 505,https://www.tripadvisor.com/Hotel_Review-g297920-d15275253-Reviews-BannSawasdee-Chiang_Rai_Chiang_Rai_Province.html
257,Blue Melon - Hostel - Adults Only,0,#257 Best Value of 565 places to stay in Chiang Rai,Hostel, 425,https://www.tripadvisor.com/Hotel_Review-g297920-d15239777-Reviews-Blue_Melon_Hostel_Adults_Only-Chiang_Rai_Chiang_Rai_Province.html
258,Calivefornia Hotel,0,#258 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 510,https://www.tripadvisor.com/Hotel_Review-g297920-d10255893-Reviews-Calivefornia_Hotel-Chiang_Rai_Chiang_Rai_Province.html
259,Ca Na An Place,0,#259 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 331,https://www.tripadvisor.com/Hotel_Review-g297920-d3431982-Reviews-Ca_Na_An_Place-Chiang_Rai_Chiang_Rai_Province.html
260,Chankanesh,0,#260 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 680,https://www.tripadvisor.com/Hotel_Review-g297920-d9726886-Reviews-Chankanesh-Chiang_Rai_Chiang_Rai_Province.html
261,Dala Hide Away,0,#261 Best Value of 565 places to stay in Chiang Rai,Cottage," 4,673",https://www.tripadvisor.com/Hotel_Review-g297920-d13934283-Reviews-Dala_Hide_Away-Chiang_Rai_Chiang_Rai_Province.html
262,De Paris Self Service Apartment,0,#262 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 682,https://www.tripadvisor.com/Hotel_Review-g297920-d14058108-Reviews-De_Paris_Self_Service_Apartment-Chiang_Rai_Chiang_Rai_Province.html
263,Goldenville,0,#263 Best Value of 565 places to stay in Chiang Rai,Specialty Hotel, 424,https://www.tripadvisor.com/Hotel_Review-g297920-d3316252-Reviews-Goldenville-Chiang_Rai_Chiang_Rai_Province.html
264,Graphic House @ Chiang Rai,0,#264 Best Value of 565 places to stay in Chiang Rai,Inn, 514,https://www.tripadvisor.com/Hotel_Review-g297920-d12224103-Reviews-Graphic_House_Chiang_Rai-Chiang_Rai_Chiang_Rai_Province.html
265,Happy Room,0,#265 Best Value of 565 places to stay in Chiang Rai,Specialty Inn, 553,https://www.tripadvisor.com/Hotel_Review-g297920-d16856430-Reviews-Happy_Room-Chiang_Rai_Chiang_Rai_Province.html
266,Hill Top Home,0,#266 Best Value of 565 places to stay in Chiang Rai,Guest house, 950,https://www.tripadvisor.com/Hotel_Review-g297920-d13398742-Reviews-Hill_Top_Home-Chiang_Rai_Chiang_Rai_Province.html
267,Hok Kao Coffee & Bed,0,#267 Best Value of 565 places to stay in Chiang Rai,Guest house, 935,https://www.tripadvisor.com/Hotel_Review-g297920-d14798957-Reviews-Hok_Kao_Coffee_Bed-Chiang_Rai_Chiang_Rai_Province.html
268,Hostelling Internationala Sabun-nga,0,#268 Best Value of 565 places to stay in Chiang Rai,Hostel, 680,https://www.tripadvisor.com/Hotel_Review-g297920-d1151000-Reviews-Hostelling_Internationala_Sabun_nga-Chiang_Rai_Chiang_Rai_Province.html
269,Insuk Homestay at Chiang Rai,0,#269 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 790,https://www.tripadvisor.com/Hotel_Review-g297920-d12925236-Reviews-Insuk_Homestay_at_Chiang_Rai-Chiang_Rai_Chiang_Rai_Province.html
270,Kanmanee Inn,0,#270 Best Value of 565 places to stay in Chiang Rai,Inn, 400,https://www.tripadvisor.com/Hotel_Review-g297920-d3792925-Reviews-Kanmanee_Inn-Chiang_Rai_Chiang_Rai_Province.html
271,Kokview Chiang Rai,0,#271 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 635,https://www.tripadvisor.com/Hotel_Review-g297920-d12317277-Reviews-Kokview_Chiang_Rai-Chiang_Rai_Chiang_Rai_Province.html
272,Korn Natee House,0,#272 Best Value of 565 places to stay in Chiang Rai,Lodge, 590,https://www.tripadvisor.com/Hotel_Review-g297920-d14941380-Reviews-Korn_Natee_House-Chiang_Rai_Chiang_Rai_Province.html
273,La Moon,0,#273 Best Value of 565 places to stay in Chiang Rai,Hostel, 522,https://www.tripadvisor.com/Hotel_Review-g297920-d13111253-Reviews-La_Moon-Chiang_Rai_Chiang_Rai_Province.html
274,Long Khao Ta Wa Homestay,0,#274 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 467,https://www.tripadvisor.com/Hotel_Review-g297920-d14800771-Reviews-Long_Khao_Ta_Wa_Homestay-Chiang_Rai_Chiang_Rai_Province.html
275,LubMoh,0,#275 Best Value of 565 places to stay in Chiang Rai,Hostel, 458,https://www.tripadvisor.com/Hotel_Review-g297920-d13345822-Reviews-LubMoh-Chiang_Rai_Chiang_Rai_Province.html
276,308 Mae Khao Tom Vineyard,0,#276 Best Value of 565 places to stay in Chiang Rai,Bed and Breakfast," 1,105",https://www.tripadvisor.com/Hotel_Review-g297920-d17398799-Reviews-308_Mae_Khao_Tom_Vineyard-Chiang_Rai_Chiang_Rai_Province.html
277,Manonnee,0,#277 Best Value of 565 places to stay in Chiang Rai,Villa, 895,https://www.tripadvisor.com/Hotel_Review-g297920-d11854167-Reviews-Manonnee-Chiang_Rai_Chiang_Rai_Province.html
278,Manonnee,0,#278 Best Value of 565 places to stay in Chiang Rai,Specialty Inn," 1,172",https://www.tripadvisor.com/Hotel_Review-g297920-d10782298-Reviews-Manonnee-Chiang_Rai_Chiang_Rai_Province.html
279,Memory Residence,0,#279 Best Value of 565 places to stay in Chiang Rai,Guest house, 382,https://www.tripadvisor.com/Hotel_Review-g297920-d17352309-Reviews-Memory_Residence-Chiang_Rai_Chiang_Rai_Province.html
280,Muang Kham Resort,0,#280 Best Value of 565 places to stay in Chiang Rai,Hostel, 595,https://www.tripadvisor.com/Hotel_Review-g297920-d10023641-Reviews-Muang_Kham_Resort-Chiang_Rai_Chiang_Rai_Province.html
281,Open Kitchen,0,#281 Best Value of 565 places to stay in Chiang Rai,Lodge, 612,https://www.tripadvisor.com/Hotel_Review-g297920-d16811770-Reviews-Open_Kitchen-Chiang_Rai_Chiang_Rai_Province.html
282,Pholnarat House,0,#282 Best Value of 565 places to stay in Chiang Rai,Lodge, 336,https://www.tripadvisor.com/Hotel_Review-g297920-d13383363-Reviews-Pholnarat_House-Chiang_Rai_Chiang_Rai_Province.html
283,Pingdoi Resort,0,#283 Best Value of 565 places to stay in Chiang Rai,Hotel, 493,https://www.tripadvisor.com/Hotel_Review-g297920-d3510811-Reviews-Pingdoi_Resort-Chiang_Rai_Chiang_Rai_Province.html
284,Pob Mork Resort,0,#284 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 467,https://www.tripadvisor.com/Hotel_Review-g297920-d15190074-Reviews-Pob_Mork_Resort-Chiang_Rai_Chiang_Rai_Province.html
285,Poonpoon,0,#285 Best Value of 565 places to stay in Chiang Rai,Guest house, 551,https://www.tripadvisor.com/Hotel_Review-g297920-d11999048-Reviews-Poonpoon-Chiang_Rai_Chiang_Rai_Province.html
286,Prai Fhan View,0,#286 Best Value of 565 places to stay in Chiang Rai,Lodge, 855,https://www.tripadvisor.com/Hotel_Review-g297920-d11984948-Reviews-Prai_Fhan_View-Chiang_Rai_Chiang_Rai_Province.html
287,The Private Chiangrai Resort,0,#287 Best Value of 565 places to stay in Chiang Rai,Guest house, 467,https://www.tripadvisor.com/Hotel_Review-g297920-d15618373-Reviews-The_Private_Chiangrai_Resort-Chiang_Rai_Chiang_Rai_Province.html
288,Rada Phan,0,#288 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 364,https://www.tripadvisor.com/Hotel_Review-g297920-d12194292-Reviews-Rada_Phan-Chiang_Rai_Chiang_Rai_Province.html
289,Rimlao Bed & Breakfast,0,#289 Best Value of 565 places to stay in Chiang Rai,Specialty B&B," 1,300",https://www.tripadvisor.com/Hotel_Review-g297920-d12724357-Reviews-Rimlao_Bed_Breakfast-Chiang_Rai_Chiang_Rai_Province.html
290,Rongraem Cheiyng Rung,0,#290 Best Value of 565 places to stay in Chiang Rai,Hotel, 561,https://www.tripadvisor.com/Hotel_Review-g297920-d17454187-Reviews-Rongraem_Cheiyng_Rung-Chiang_Rai_Chiang_Rai_Province.html
291,Ruean Tip Hotel,0,#291 Best Value of 565 places to stay in Chiang Rai,Specialty Hotel, 680,https://www.tripadvisor.com/Hotel_Review-g297920-d12131485-Reviews-Ruean_Tip_Hotel-Chiang_Rai_Chiang_Rai_Province.html
292,Ruen Roi Lanna,0,#292 Best Value of 565 places to stay in Chiang Rai,Lodge, 892,https://www.tripadvisor.com/Hotel_Review-g297920-d6576634-Reviews-Ruen_Roi_Lanna-Chiang_Rai_Chiang_Rai_Province.html
293,Rung Chiangrai Resort,0,#293 Best Value of 565 places to stay in Chiang Rai,Specialty Hotel, 722,https://www.tripadvisor.com/Hotel_Review-g297920-d14956573-Reviews-Rung_Chiangrai_Resort-Chiang_Rai_Chiang_Rai_Province.html
294,Rung Rai Resort,0,#294 Best Value of 565 places to stay in Chiang Rai,Guest house, 794,https://www.tripadvisor.com/Hotel_Review-g297920-d13372830-Reviews-Rung_Rai_Resort-Chiang_Rai_Chiang_Rai_Province.html
295,Sanikul Resort,0,#295 Best Value of 565 places to stay in Chiang Rai,Lodge, 645,https://www.tripadvisor.com/Hotel_Review-g297920-d13446080-Reviews-Sanikul_Resort-Chiang_Rai_Chiang_Rai_Province.html
296,Sport Inn,0,#296 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 692,https://www.tripadvisor.com/Hotel_Review-g297920-d13424912-Reviews-Sport_Inn-Chiang_Rai_Chiang_Rai_Province.html
297,Suan Mesa Resort,0,#297 Best Value of 565 places to stay in Chiang Rai,Small Hotel," 1,020",https://www.tripadvisor.com/Hotel_Review-g297920-d14978445-Reviews-Suan_Mesa_Resort-Chiang_Rai_Chiang_Rai_Province.html
298,Suree House,0,#298 Best Value of 565 places to stay in Chiang Rai,Bed and Breakfast, 596,https://www.tripadvisor.com/Hotel_Review-g297920-d16882485-Reviews-Suree_House-Chiang_Rai_Chiang_Rai_Province.html
299,Tent Stay in Chiang Rai,0,#299 Best Value of 565 places to stay in Chiang Rai,Cabin/Campground, 280,https://www.tripadvisor.com/Hotel_Review-g297920-d15556971-Reviews-Tent_Stay_in_Chiang_Rai-Chiang_Rai_Chiang_Rai_Province.html
300,T. G. Home,0,#300 Best Value of 565 places to stay in Chiang Rai,Small Hotel, 927,https://www.tripadvisor.com/Hotel_Review-g297920-d10344044-Reviews-T_G_Home-Chiang_Rai_Chiang_Rai_Province.html
301,Udee Home,0,#301 Best Value of 565 places to stay in Chiang Rai,Guest house," 1,093",https://www.tripadvisor.com/Hotel_Review-g297920-d13134242-Reviews-Udee_Home-Chiang_Rai_Chiang_Rai_Province.html
302,Villa Sanssouci,0,#302 Best Value of 565 places to stay in Chiang Rai,Lodge," 1,430",https://www.tripadvisor.com/Hotel_Review-g297920-d13815467-Reviews-Villa_Sanssouci-Chiang_Rai_Chiang_Rai_Province.html
303,Yotathai Home,0,#303 Best Value of 565 places to stay in Chiang Rai,Lodge, 830,https://www.tripadvisor.com/Hotel_Review-g297920-d13141488-Reviews-Yotathai_Home-Chiang_Rai_Chiang_Rai_Province.html
304,Bamboo Nest de Chiang Rai,320,#2 of 223 B&Bs in Chiang Rai,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d2054840-Reviews-Bamboo_Nest_de_Chiang_Rai-Chiang_Rai_Chiang_Rai_Province.html
305,Moon and Sun Hotel,53,#23 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1221507-Reviews-Moon_and_Sun_Hotel-Chiang_Rai_Chiang_Rai_Province.html
306,My Dream Guest House,43,#26 of 220 specialty lodgings in Chiang Rai,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d3149909-Reviews-My_Dream_Guest_House-Chiang_Rai_Chiang_Rai_Province.html
307,Baan Nattawadee,95,#25 of 223 B&Bs in Chiang Rai,Inn,,https://www.tripadvisor.com/Hotel_Review-g297920-d1236676-Reviews-Baan_Nattawadee-Chiang_Rai_Chiang_Rai_Province.html
308,Jansom House,87,#39 of 220 specialty lodgings in Chiang Rai,Hostel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1552847-Reviews-Jansom_House-Chiang_Rai_Chiang_Rai_Province.html
309,Manonnee Bed & Breakfast,10,#33 of 223 B&Bs in Chiang Rai,Bed and Breakfast,,https://www.tripadvisor.com/Hotel_Review-g297920-d10816028-Reviews-Manonnee_Bed_Breakfast-Chiang_Rai_Chiang_Rai_Province.html
310,Boonbundan Guesthouse,37,#39 of 223 B&Bs in Chiang Rai,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d450852-Reviews-Boonbundan_Guesthouse-Chiang_Rai_Chiang_Rai_Province.html
311,Akha Cottage,5,#46 of 223 B&Bs in Chiang Rai,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d10746008-Reviews-Akha_Cottage-Chiang_Rai_Chiang_Rai_Province.html
312,Suk Hostel & Co-Living Space,4,#56 of 220 specialty lodgings in Chiang Rai,Hostel,,https://www.tripadvisor.com/Hotel_Review-g303900-d15787211-Reviews-Suk_Hostel_Co_Living_Space-Wiang_Chiang_Rai_Chiang_Rai_Province.html
313,Big Butter Hostel,16,#62 of 220 specialty lodgings in Chiang Rai,Hostel,,https://www.tripadvisor.com/Hotel_Review-g297920-d7210275-Reviews-Big_Butter_Hostel-Chiang_Rai_Chiang_Rai_Province.html
314,Prai Nurn Resort,6,#54 of 223 B&Bs in Chiang Rai,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d2699912-Reviews-Prai_Nurn_Resort-Chiang_Rai_Chiang_Rai_Province.html
315,Shinsane Guest House,11,#46 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1229801-Reviews-Shinsane_Guest_House-Chiang_Rai_Chiang_Rai_Province.html
316,Chat Residence,6,#48 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1718673-Reviews-Chat_Residence-Chiang_Rai_Chiang_Rai_Province.html
317,Natnalin Chiang rai,5,#77 of 220 specialty lodgings in Chiang Rai,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d5549240-Reviews-Natnalin_Chiang_rai-Chiang_Rai_Chiang_Rai_Province.html
318,Lamyai Good Place,2,#63 of 223 B&Bs in Chiang Rai,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d15201839-Reviews-Lamyai_Good_Place-Chiang_Rai_Chiang_Rai_Province.html
319,Huansaikaew Resort,3,#67 of 223 B&Bs in Chiang Rai,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d4045983-Reviews-Huansaikaew_Resort-Chiang_Rai_Chiang_Rai_Province.html
320,Newmaleenaville Hotel,4,#68 of 223 B&Bs in Chiang Rai,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d1746800-Reviews-Newmaleenaville_Hotel-Chiang_Rai_Chiang_Rai_Province.html
321,Mae Hong Son Guest House,9,#69 of 223 B&Bs in Chiang Rai,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d2558777-Reviews-Mae_Hong_Son_Guest_House-Chiang_Rai_Chiang_Rai_Province.html
322,Gratom Rim Kok,6,#51 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1229530-Reviews-Gratom_Rim_Kok-Chiang_Rai_Chiang_Rai_Province.html
323,Chiang Rai Grand Room Hotel,9,#78 of 223 B&Bs in Chiang Rai,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d2206527-Reviews-Chiang_Rai_Grand_Room_Hotel-Chiang_Rai_Chiang_Rai_Province.html
324,Doi Hom Fha Resort,9,#55 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1018247-Reviews-Doi_Hom_Fha_Resort-Chiang_Rai_Chiang_Rai_Province.html
325,Bankafae,2,#89 of 223 B&Bs in Chiang Rai,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d12009310-Reviews-Bankafae-Chiang_Rai_Chiang_Rai_Province.html
326,Supat Homestay,2,#92 of 223 B&Bs in Chiang Rai,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d3800272-Reviews-Supat_Homestay-Chiang_Rai_Chiang_Rai_Province.html
327,H2M Residence,1,#103 of 220 specialty lodgings in Chiang Rai,Condominium,,https://www.tripadvisor.com/Hotel_Review-g297920-d13561880-Reviews-H2M_Residence-Chiang_Rai_Chiang_Rai_Province.html
328,Lan Kum Hotel Chiang Rai,3,#60 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1230754-Reviews-Lan_Kum_Hotel_Chiang_Rai-Chiang_Rai_Chiang_Rai_Province.html
329,"The Lazy Moon Homestay, B&B",9,#95 of 223 B&Bs in Chiang Rai,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d1457675-Reviews-The_Lazy_Moon_Homestay_B_B-Chiang_Rai_Chiang_Rai_Province.html
330,Bamboo Hut,1,#99 of 223 B&Bs in Chiang Rai,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d1229516-Reviews-Bamboo_Hut-Chiang_Rai_Chiang_Rai_Province.html
331,Maesalong Outdoor,1,#106 of 220 specialty lodgings in Chiang Rai,Condominium,,https://www.tripadvisor.com/Hotel_Review-g297920-d3182323-Reviews-Maesalong_Outdoor-Chiang_Rai_Chiang_Rai_Province.html
332,Yoosook Villa Hotel,3,#64 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1230298-Reviews-Yoosook_Villa_Hotel-Chiang_Rai_Chiang_Rai_Province.html
333,Phufa Tara resort,1,#106 of 223 B&Bs in Chiang Rai,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d3161405-Reviews-Phufa_Tara_resort-Chiang_Rai_Chiang_Rai_Province.html
334,Ban Lotus Guesthouse,1,#110 of 220 specialty lodgings in Chiang Rai,Limited Service Property,,https://www.tripadvisor.com/Hotel_Review-g297920-d15270651-Reviews-Ban_Lotus_Guesthouse-Chiang_Rai_Chiang_Rai_Province.html
335,Sweet Home Place,1,#109 of 223 B&Bs in Chiang Rai,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d4020702-Reviews-Sweet_Home_Place-Chiang_Rai_Chiang_Rai_Province.html
336,Boat House,1,#113 of 220 specialty lodgings in Chiang Rai,Condominium,,https://www.tripadvisor.com/Hotel_Review-g297920-d4283021-Reviews-Boat_House-Chiang_Rai_Chiang_Rai_Province.html
337,Mountain View Villas,1,#115 of 220 specialty lodgings in Chiang Rai,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d3832938-Reviews-Mountain_View_Villas-Chiang_Rai_Chiang_Rai_Province.html
338,Sopa Resort @ Chiangrai,2,#118 of 220 specialty lodgings in Chiang Rai,Villa,,https://www.tripadvisor.com/Hotel_Review-g297920-d4975599-Reviews-Sopa_Resort_Chiangrai-Chiang_Rai_Chiang_Rai_Province.html
339,Baan Golden Triangle,1,#68 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1401231-Reviews-Baan_Golden_Triangle-Chiang_Rai_Chiang_Rai_Province.html
340,Hotel White House,3,#69 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1074198-Reviews-Hotel_White_House-Chiang_Rai_Chiang_Rai_Province.html
341,Jan Jao Guest House,1,#120 of 220 specialty lodgings in Chiang Rai,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d2542359-Reviews-Jan_Jao_Guest_House-Chiang_Rai_Chiang_Rai_Province.html
